_id,usernameTweet,ID,text,url,nbr_retweet,nbr_favorite,nbr_reply,datetime,is_reply,is_retweet,user_id
3073,annnielucyy,1.28E+18,i had a family member who  tested   positive  as well it’s not a joke. i hope you get better love ,https://twitter.com/annnielucyy/status/1277287135062536192,0,1,1,6/28/2020 12:05,TRUE,FALSE,2321692519
3687,Annsk1,1.28E+18,@ mrmikecowan  needs to get out more if this tweet is sincere & he really was blown away by the efficiency of a fake test that also  tested  a goat & papaya fruit as  positive  for the Crown fake virus… but we all know he's playing the game.  Nice try Mike but I'm not buying yr BS.,https://twitter.com/Annsk1/status/1277177083614113792,0,8,0,6/28/2020 4:48,TRUE,FALSE,23183433
2144,AnnTheActual,1.28E+18,My son just called to say his GF  tested   positive  for C-19 almost 3 weeks ago. He has been her caretaker. She still can’t smell/taste. He just  tested  negative. They didn’t notify me b/c I send them daily reminders on how to stay safe & they knew I would freak out.,https://twitter.com/AnnTheActual/status/1277410989273681922,0,1,1,6/28/2020 20:18,FALSE,FALSE,251783076
845,annxpalace,1.28E+18,I know a few ppl that have  tested   positive  because they just couldn’t wait to go out... smh  . Def not worth it. STAY HOME!,https://twitter.com/annxpalace/status/1277657402376990720,0,2,0,6/29/2020 12:37,FALSE,FALSE,4039209022
140,AnOldProgrammer,1.28E+18,"Let’s see, here in TX our overall  positive  test rate is just under 8%. Assume its something close in FL. That means that in that 4 day period they  tested  375,000 people? I doubt it, but that’s easy enough to check if someone has a link to their daily testing for the past 2 weeks",https://twitter.com/AnOldProgrammer/status/1277735082904748032,0,0,0,6/29/2020 17:45,TRUE,FALSE,24608308
3537,anongnona,1.28E+18,tested   positive  for being trans when they found i had the swag molecules like all filipino men do,https://twitter.com/anongnona/status/1277221773533052928,0,1,1,6/28/2020 7:46,TRUE,FALSE,1.14E+18
4198,Anonymo01361139,1.28E+18,I guess the there are more of antigen tests in it. This might give false  positive  ratio because the person who is  tested  negative would have to go for another test. That would lead to double counting and eventually they will show more of the tests being conducting. Right?,https://twitter.com/Anonymo01361139/status/1277060651051913216,0,1,0,6/27/2020 21:06,TRUE,FALSE,1.25E+18
4292,AnonymousMuhree,1.28E+18,"# COVID19 , read the thread.
I had almost the exact same symptoms, minus the continuous fever. I had a fever for 1 day, it never came back.  I   tested   positive  on April 11th, and I now donate convalescent plasma to help patients with COVID-19 in their fight  #WearAMask https:// twitter.com/girlfrinn/stat us/1276584933201412097   …",https://twitter.com/AnonymousMuhree/status/1277046711622356992,2,3,0,6/27/2020 20:10,FALSE,FALSE,1.11E+18
1310,AnstonLinda,1.28E+18,I know three people who  tested   positive  who are over 60 yrs. They said it was a bad cold for three days.,https://twitter.com/AnstonLinda/status/1277597873757196289,0,0,0,6/29/2020 8:40,TRUE,FALSE,3059944869
1754,ant_trujillo,1.28E+18,Marcus I hope you are feeling well. Would you be willing to share how the coronavirus has effected you since you  tested   positive ?  I  hope you are well    https:// twitter.com/smart_MS3/stat us/1277470430975201280   …,https://twitter.com/ant_trujillo/status/1277472670271983617,0,1,0,6/29/2020 0:23,FALSE,FALSE,369926159
2111,AnthonyMingrone,1.28E+18,Today someone at my moms work passed out and  tested   positive  for coronavirus. Tonight it finally became real for my family... Not like I havent been around or worked with people who have had it ever... Wear ya damn masks people I know it's hard but it's the bare minimum!!!,https://twitter.com/AnthonyMingrone/status/1277415712886325248,0,2,0,6/28/2020 20:36,FALSE,FALSE,1.21E+18
1946,AnthonyVillell3,1.28E+18,Hope its not corona cuz when  i   tested   positive  it started with a slight soar throat ,https://twitter.com/AnthonyVillell3/status/1277439076887662592,0,0,0,6/28/2020 22:09,TRUE,FALSE,9.96E+17
4940,antmsmith1974,1.28E+18,"The Herd immunity theory is not yet proven, i had Convid-19 in April and have been  tested  5 times all negative results, I was told that if I come into contact with a possible  positive  person I have to Quarantine for 14 days and I have 3  home Testing kits given to me by local gov",https://twitter.com/antmsmith1974/status/1276963320784982020,0,1,0,6/27/2020 14:39,TRUE,FALSE,1.18E+18
3181,AnusofPoseidon,1.28E+18,"Every time I got a little tickle or cough,  I   tested  negative. When I was feeling totally normal,  I   tested   positive . This virus is a lil bitch.  https:// twitter.com/la_sydd/status /1276732499603984384   …",https://twitter.com/AnusofPoseidon/status/1277275708075671557,0,0,0,6/28/2020 11:20,FALSE,FALSE,2383890992
1007,aoc_trump,1.28E+18,F*ck Trump.  I like how all you sheep ignore all facts that Covid is just another strain of Influenza that attacks elderly.  Facts are straight from CDC.  People were marked Covid  positive  even if they  tested  negative but had “ILI”.  This is a fact.  Sheep,https://twitter.com/aoc_trump/status/1277639659988942850,0,0,0,6/29/2020 11:26,TRUE,FALSE,1352215478
3793,aoscarcarrasco,1.28E+18,I   tested   positive  for being real as fuck.,https://twitter.com/aoscarcarrasco/status/1277142328545693697,0,1,0,6/28/2020 2:30,FALSE,FALSE,7.60E+17
2978,AParra210,1.28E+18,Large majority of ppl I know that  tested   positive  never even knew they had it,https://twitter.com/AParra210/status/1277298398052388866,0,0,1,6/28/2020 12:50,TRUE,FALSE,26120406
1348,apesnbears,1.28E+18,Fuck! One of my in-house staff  tested   positive . Now I have to pause all in-house operations for at least 2wks.,https://twitter.com/apesnbears/status/1277589033057546241,0,0,0,6/29/2020 8:05,FALSE,FALSE,276133075
1732,apjamal,1.28E+18,@ Vijaykarthikeyn  Sir you action is needed to control Corona. I came to know that one of the person goes to ground  tested   positive  last week. Pls take appropriate action sir.  https:// twitter.com/apjamal/status /1276043420788617216   …,https://twitter.com/apjamal/status/1277477874073657350,0,0,0,6/29/2020 0:43,FALSE,FALSE,111858000
3278,aplinckTX,1.28E+18,"he says ""why panicking?"" 
Well because people are dying at a much more rapid rate. 

I'm amazed that most use the actual number of  positive  tests rather than the ratio. It's the same rate if 1 in 10 people are  tested   positive  as if 2 in 20 people are  tested . Most don't get this.",https://twitter.com/aplinckTX/status/1277262946373156864,0,1,0,6/28/2020 10:29,TRUE,FALSE,167268849
242,apollomariah,1.28E+18,I wasn't gonna say anything unless  I   tested   positive  but I got  tested  for covid on Thursday and I still haven't gotten my results back and now I'm in a doom spiral convincing myself that somehow I'll never get my results back and I'll have to stay home in covid limbo forever,https://twitter.com/apollomariah/status/1277722384003465217,0,1,1,6/29/2020 16:55,FALSE,FALSE,123684728
5091,April428L,1.28E+18,"Not sure abt it being mandatory. Perhaps if an employee  tested   positive , everyone is  tested .  I  think its smart to get  tested  regardless of symptoms. They have free testing sites in several local  Young ppl have been found to be asymptomatic spreaders. That's why more testing.",https://twitter.com/April428L/status/1276945634424168448,0,0,0,6/27/2020 13:28,TRUE,FALSE,1.26E+18
3596,Aproko_Aunty,1.28E+18,"Hi. I have those symptoms she mentioned. Is it necessary to go get  tested , or should I just self isolate and take these remedies? In my country, if you're  positive , serious or not, they put you in quarantine. It's a punishment. Help.",https://twitter.com/Aproko_Aunty/status/1277209281176252422,0,0,1,6/28/2020 6:56,TRUE,FALSE,1.23E+18
4291,apsvvs,1.28E+18,My mother and my brother both  tested   positive  for covid and I live with them. I have symptoms now so I went to go get  tested  today. This shit is so trash   I can’t even breathe right,https://twitter.com/apsvvs/status/1277046729070661637,1,35,15,6/27/2020 20:10,FALSE,FALSE,2833344313
3991,AquaPrayer,1.28E+18,"2 of my family members had  tested   positive  and they had asked me to go test too and in the dream I was reckless with the mask and afraid of their testing kit coz apparently it’s uncomfortable.

 Well truth of the matter is my dad  tested  on Thursday he’s waiting for the results ",https://twitter.com/AquaPrayer/status/1277094728241156096,0,0,0,6/27/2020 23:21,TRUE,FALSE,415358143
4418,aquaraver,1.28E+18,I think it’s so crazy how my manager is literally telling servers to not get  tested  bc he doesn’t want to be understaffed if someone tests  positive ...  pic.twitter.com/8CkoLjz1gQ,https://twitter.com/aquaraver/status/1277027324156837891,0,12,2,6/27/2020 18:53,FALSE,FALSE,706091700
4701,AR_Soetes14,1.28E+18,Nope. People who test  positive  aren't followed up or urged to retest. I know a few people that  tested   positive  and none went to retest this is also due to the new requirements(being over 55)My assumption is if you not dead or in hospital they assume you recovered.,https://twitter.com/AR_Soetes14/status/1276991363544989701,0,0,1,6/27/2020 16:30,TRUE,FALSE,500122634
3084,ara_igl,1.28E+18,Damn  I   tested   positive  for not realizing what I rt ,https://twitter.com/ara_igl/status/1277285758848700416,0,6,0,6/28/2020 12:00,FALSE,FALSE,8.78E+17
1856,aracelyrazzless,1.28E+18,"How are you feeling? 
I also  tested   positive  and have been feeling like crap for 7 days now ",https://twitter.com/aracelyrazzless/status/1277451284900184067,0,0,0,6/28/2020 22:58,TRUE,FALSE,110474369
3337,aradprof,1.28E+18,This is why I think it's foolish for schools to tell faculty to plan on F2F classes. Students will spread this outside of class. What happens when we're notified a student in class has  tested   positive ? We all go into quarantine and the class is suddenly online...,https://twitter.com/aradprof/status/1277255291491532800,3,24,1,6/28/2020 9:59,TRUE,FALSE,7.24E+17
2312,arahabxki,1.28E+18,my cousins are so fucking stupid if anything happens to my tia bc they went to her house after they  tested   positive   i  will commit a crime,https://twitter.com/arahabxki/status/1277384788245123072,0,3,0,6/28/2020 18:34,FALSE,FALSE,2426362224
982,ARanney,1.28E+18,I’m curious - if someone  tested   positive  and then is told to get re-tested and tests  positive  again - is it counted as a new case?? Skews the numbers a bit don’t you think??,https://twitter.com/ARanney/status/1277641927668699137,0,0,0,6/29/2020 11:35,TRUE,FALSE,53059701
1615,ArchTitus,1.28E+18,I still don’t know a single person who’s recovered or  tested   positive  for antibodies. I know a lot of paranoid folks afraid of it though.,https://twitter.com/ArchTitus/status/1277510325038972928,0,0,0,6/29/2020 2:52,TRUE,FALSE,1409196188
3346,aregberg,1.28E+18,We got  tested  a few weeks ago after the marches and it was fine. I guess the number people wanting tests scales with the number of people testing  positive  ,https://twitter.com/aregberg/status/1277253462175219715,0,1,0,6/28/2020 9:52,TRUE,FALSE,15981333
427,Arelygarza30,1.28E+18,i   tested   positive  for missing my friends </3,https://twitter.com/Arelygarza30/status/1277701587616575488,0,4,0,6/29/2020 15:32,FALSE,FALSE,8.74E+17
4595,Areonrae,1.28E+18,"We don't know if he has it or not and has to get  tested  AGAIN. His girlfriend  tested   positive  and hes always around her. Now he's home with us.

We don't know if he has it and for all I know we could've caught it ourselves. He might be asymptomatic but there's no way all of us",https://twitter.com/Areonrae/status/1277002622365585408,0,2,1,6/27/2020 17:15,FALSE,FALSE,9.12E+17
4700,AriaDanyelle,1.28E+18,I never assumed that he was recovered or negative. I said WE ALL don’t know his current status. He announced that he  tested   positive  several days prior to announcing it to the public 3 days ago. You can’t tell someone to read a title & can’t comprehend an article. I’m done. ,https://twitter.com/AriaDanyelle/status/1276991464145391616,0,0,1,6/27/2020 16:31,TRUE,FALSE,7.81E+17
4758,AriaDanyelle,1.28E+18,"In the announcement within the SACRAMENTO KINGS TWEET, it CLEARLY states that he  tested   positive  SEVERAL DAYS AGO ..I’m not trying to argue with you girl. I’m just telling you what is CLEARLY stated in the article. You only know that he  tested   positive  not WHEN he  tested   positive",https://twitter.com/AriaDanyelle/status/1276983837990543360,0,0,1,6/27/2020 16:00,TRUE,FALSE,7.81E+17
3802,arianarnb,1.28E+18,!! pls !! someone  tested   positive  at my restaurant and i have to get  tested  again and they are already open and pressuring us to go back to work. please just get takeout!  https:// twitter.com/romanmaira__/s tatus/1276635042589048833   …,https://twitter.com/arianarnb/status/1277138764817510401,0,3,0,6/28/2020 2:16,FALSE,FALSE,8.29E+17
2903,arianassgalaxy,1.28E+18,"my mom  tested   positive  for coronavirus a few days back and her condition has gone downhill ever since. this pandemic is still taking ppls lives. respect the rules & social distancing and wear ur mask! think about ur health & the health of others first please. stay safe, i love u.",https://twitter.com/arianassgalaxy/status/1277309404514340866,2,49,14,6/28/2020 13:34,FALSE,FALSE,4902587645
168,ArianBlack,1.28E+18,I am currently on Vancouver Island where we went almost 5 weeks with out a new covid19 case. Then a medical person  tested   positive  and immediately went into quarantine. We are back to no new cases. How did we do this? Testing and Masks. #WearAMask  #TestandTrace  #VoteBlue  #testing,https://twitter.com/ArianBlack/status/1277731501455491072,0,6,0,6/29/2020 17:31,FALSE,FALSE,27076277
35,Arianirani,1.28E+18,"3 months ago... I   tested   positive  for COVID-19! I had it all and did go through hell for more than 2 months! 
Last week I did a ""Serological Test"" for antibodies/immunity ... the test came back negative which implies that I never had  the virus! 
Go figure !!!",https://twitter.com/Arianirani/status/1277748726099034112,1,3,0,6/29/2020 18:40,TRUE,FALSE,50669026
3524,ariesgIoss,1.28E+18,"but yeah the closest is that one of our server’s brother  tested   positive  and she got  tested  right away and was fine but i could’ve sworn she was only out for one week instead of two... plus the manager didn’t technically “announce” it to anyone, we all just heard from each other",https://twitter.com/ariesgIoss/status/1277224292179218432,0,0,0,6/28/2020 7:56,FALSE,FALSE,7.32E+17
3527,ariesgIoss,1.28E+18,i’m a hostess at a restaurant and thankfully nobody has  tested   positive  yet. the policy is that you have to stay home for two weeks if u do and idk if it’s just me but that’s a lil too short for comfort    https:// twitter.com/romanmaira__/s tatus/1276635042589048833   …,https://twitter.com/ariesgIoss/status/1277223736412909570,0,1,1,6/28/2020 7:54,FALSE,FALSE,7.32E+17
4412,AriHoopsWagner,1.28E+18,"My nanny got  tested  today as her brothers girlfriend got it from this whole debacle. Crazy the fall out from E.L. party bar to Grosse Pointe young families. 
If she’s  positive  then I’m going to get  tested  and my wife and one year old daughter are probably  positive  too.",https://twitter.com/AriHoopsWagner/status/1277028785418797057,0,0,0,6/27/2020 18:59,TRUE,FALSE,2409029432
4135,arilieberarmy,1.28E+18,wait wtf!!? i thought we were all in a lockdown!! our area has almost half of the people  tested   positive !! stay safe & give it ur best shot mits!! ,https://twitter.com/arilieberarmy/status/1277070793931763712,0,1,1,6/27/2020 21:46,TRUE,FALSE,2995556408
4112,Ariss_01,1.28E+18,I want gyros but sombody  tested   positive  for corona there so no,https://twitter.com/Ariss_01/status/1277073583324479494,0,0,0,6/27/2020 21:57,FALSE,FALSE,2770573300
3937,ArizonaTeaStan,1.28E+18,Hey you might want to get  tested   I  forgot to wrap up last night and  tested   positive  for HIV,https://twitter.com/ArizonaTeaStan/status/1277104415946739713,0,0,0,6/27/2020 23:59,TRUE,FALSE,2740434705
3867,arment17,1.28E+18,I   tested   positive  for covid. This shyt hurts.  https:// twitter.com/Frediculous/st atus/1276563309257322499   …,https://twitter.com/arment17/status/1277121154440929280,0,0,0,6/28/2020 1:06,FALSE,FALSE,2538285421
1519,aronsbetch,1.28E+18,I   tested   positive  for second lead syndrome. It’s incurable.,https://twitter.com/aronsbetch/status/1277541765319471106,1,7,1,6/29/2020 4:57,FALSE,FALSE,764339264
4832,ArrivedSaturn18,1.28E+18,"I want to give this to my godmother so she can give it to her younger brother who has preexisting conditions and who's caretaker, his wife, just  tested   positive  for covid. 
 https://www. paypal.me/arrivedsaturn  ",https://twitter.com/ArrivedSaturn18/status/1276975189788692488,0,0,0,6/27/2020 15:26,TRUE,FALSE,3181343505
717,ArrrtAddict,1.28E+18,My moms neighbor just got  tested   positive  today! I’m getting  tested  on wed. Shits going crazy in Atlanta.,https://twitter.com/ArrrtAddict/status/1277671689627807753,0,0,1,6/29/2020 13:34,TRUE,FALSE,72925326
1680,Arsenalzforlife,1.28E+18,What? Now Telangana HM has  tested   positive  for Corona? I hope KCR at least now ramps up testing..what kinda governance is this by TRS ?letting citizens down and to die,https://twitter.com/Arsenalzforlife/status/1277490871089258497,0,1,0,6/29/2020 1:35,FALSE,FALSE,1853644069
3644,arthurblake0,1.28E+18,"I really don’t get why the obvious needs to be said, but let’s try, shall we? Protests outside (most wearing masks) vs. young people (and rallies, most not wearing masks, etc) going inside. 16k protesters volunteered to get  tested . Small amount  positive .",https://twitter.com/arthurblake0/status/1277194451404967937,0,0,2,6/28/2020 5:57,TRUE,FALSE,9.60E+17
2116,arthurwai81,1.28E+18,For real.  I have a family member that works in a hospital in the Bay Area and he just got  tested   positive  for COVID-19.,https://twitter.com/arthurwai81/status/1277414396134699008,0,1,0,6/28/2020 20:31,TRUE,FALSE,3193785438
3067,Artis_Elemental,1.28E+18,"I live about 30mins west of Phoenix.. town of 100,000+.  Most recent #confirmed  cases  661 - meaning  tested  =  positive  and/or admitted to hospital & confirmed as Covid19.  That does not take into account the 'untested' people... who may be infected and spreading the virus.",https://twitter.com/Artis_Elemental/status/1277287399710580737,0,0,0,6/28/2020 12:07,TRUE,FALSE,47096359
1721,ArtisticallySo,1.28E+18,I live in a senior disabled complex and DoorDash has stopped delivering to my building because people have  tested   positive  for COVID-19 in my high,https://twitter.com/ArtisticallySo/status/1277480928147902464,0,0,1,6/29/2020 0:56,TRUE,FALSE,1.24E+18
1261,artsyfartsy4011,1.28E+18,I’m going to be so mad if my mom gets Covid-19 from that new girl at her job.   My moms boss essentially said they don’t care if she has Covid only until she gets  tested  and it’s  positive  ,https://twitter.com/artsyfartsy4011/status/1277608580133371906,0,0,0,6/29/2020 9:23,FALSE,FALSE,1.23E+18
219,arturasfanclub,1.28E+18,"Coronavirus has already been known to cause long-term health defects, I do fear how that will affect athletes going forward (especially during the upcoming FA period). Could see teams try to lowball players who  tested   positive  due to the ""unknown"".",https://twitter.com/arturasfanclub/status/1277725795314630656,2,11,3,6/29/2020 17:09,TRUE,FALSE,277358731
1282,ArturoEdvardsen,1.28E+18,I don’t know anyone who has  tested   positive . Neither has anyone that I know in my large circle.,https://twitter.com/ArturoEdvardsen/status/1277603502118678528,0,0,0,6/29/2020 9:03,TRUE,FALSE,1.26E+18
1439,aruncfp,1.28E+18,"@ MadanRavichand4  one of a very reputed hospital didn't allow my friends father to admit in their hospital since he  tested  covid  positive ...
However today I shocked a very big politician  tested   positive  covid and got admission in the same hospital....
Omg...",https://twitter.com/aruncfp/status/1277566985505628162,0,0,0,6/29/2020 6:38,FALSE,FALSE,141544635
2857,As_A_Dancer,1.28E+18,"I feel like a lot of people are ignoring that young people who got sick in March and April stayed home and never got  tested , while older people with severe symptoms got a  positive  test.  https:// twitter.com/DKThomp/status /1276944459842928640   …",https://twitter.com/As_A_Dancer/status/1277315019873509376,0,0,0,6/28/2020 13:56,FALSE,FALSE,35508833
2788,Asbronaut,1.28E+18,"1 in 20 Americans who have  tested   positive  have died of the disease. I'm sure reasonable people are well beyond comparisons to the flu, but COVID's 5% mortality rate is far greater than the US's average flu mortality rate of <1%.",https://twitter.com/Asbronaut/status/1277324034426974208,0,1,1,6/28/2020 14:32,FALSE,FALSE,23933255
866,asfierceaslions,1.28E+18,Oof work pal just  tested   positive  for covid and I know for a fact we were not careful enough around him last time he was here lol amazing great cool,https://twitter.com/asfierceaslions/status/1277655317980028928,0,0,0,6/29/2020 12:29,FALSE,FALSE,70745535
356,ash_lee_94,1.28E+18,"I’ve avoided coming in contact with my grandma and the other family members in her household because I know I could expose them. I KNOW. But my dumbass SELFISH family thought it’d be a great idea to take her to Florida for Father’s Day. Well, guess who just  tested   positive .",https://twitter.com/ash_lee_94/status/1277710208358322177,4,10,2,6/29/2020 16:07,FALSE,FALSE,516050869
225,Asheystew,1.28E+18,"Numbers aren’t going down, they’re just making it extremely difficult to get  tested  in Florida now. If you don’t test, you don’t have  positive  cases right?!? Just once I wish my state could get it right. #floridacovid",https://twitter.com/Asheystew/status/1277725036208705536,2,4,0,6/29/2020 17:06,FALSE,FALSE,716726493
18,AshGabriel6,1.28E+18,"Ash Diana G : I was recently  tested   Positive  for COVID-19 & so is my Grandpapa.... 
this is very hard to fathom and accept to say the least. Today I had to call the paramedics for myself and it was Scarrrrry. But…  https://www. instagram.com/p/CCCbtzRAhXq/ ?igshid=1biafd1pyl7ma   …",https://twitter.com/AshGabriel6/status/1277750940582502401,0,1,0,6/29/2020 18:48,FALSE,FALSE,1.03E+18
3774,Ashirajaganshi,1.28E+18,One of my roomies is considering going back to work at an office where a coworker just  tested   positive  for covid. I... am not okay with that at all. I really hope that he doesn't put our entire household at risk.,https://twitter.com/Ashirajaganshi/status/1277149218570768384,0,0,0,6/28/2020 2:57,FALSE,FALSE,18026910
1221,Ashish375165684,1.28E+18,"Think about all Students ...
It is not your personal issue....
If  i   tested  covid  positive  then you are Responsible ...@DrRPNishank  @HRDMinistry  @drharshvardhan  @MoHFW_INDIA",https://twitter.com/Ashish375165684/status/1277614059169300482,0,1,0,6/29/2020 9:45,TRUE,FALSE,1.27E+18
4133,ashleyriosss,1.28E+18,"i’ve been to protests and was an ~essential worker~ for a few months without getting covid.....and then just found out that i might’ve been exposed to it bc my sisters friend who dropped off cinnamon rolls at our house  tested   positive  ,,,, it’s comical at this point",https://twitter.com/ashleyriosss/status/1277071418912464896,2,66,3,6/27/2020 21:48,FALSE,FALSE,2553216746
3317,asia_theeog,1.28E+18,wait... y’all actually know ppl that  tested   positive  for covid & are still kicking it? smh i hope y’all addressing it with them cus that’s trash.,https://twitter.com/asia_theeog/status/1277257878005583872,0,1,1,6/28/2020 10:09,FALSE,FALSE,64286766
1866,AskGregory,1.28E+18,I know an estate agent in South Africa who was in contact with a seller who later reported to him that he had  tested   positive .,https://twitter.com/AskGregory/status/1277450368386052097,0,0,0,6/28/2020 22:54,TRUE,FALSE,35718388
5009,asliceofnaija,1.28E+18,"“My Wife, My Daughter &  I   Tested   Positive  For Covid 19”- Peter Okoye  https:// asliceofnaija.com/2020/06/27/my- wife-my-daughter-i-tested-positive-for-covid-19-peter-okoye/   …",https://twitter.com/asliceofnaija/status/1276954435936190467,0,2,0,6/27/2020 14:03,FALSE,FALSE,1.02E+18
3231,asmith11469,1.28E+18,I had figured Covid was down. But now nurses r saying that they have sent clean swabs into be  tested  and they r coming back  positive . But how can that be if it’s a unused clean swab  https:// twitter.com/AdrianNormanDC /status/1276960352723329024   …,https://twitter.com/asmith11469/status/1277269695490654214,0,0,0,6/28/2020 10:56,FALSE,FALSE,501824473
423,aspicyfrenchfry,1.28E+18,So three people I know  tested   positive  for covid :(,https://twitter.com/aspicyfrenchfry/status/1277701946049249280,0,0,0,6/29/2020 15:34,FALSE,FALSE,3297027502
893,AssGuilty,1.28E+18,The whole reason is joined is cus  I   tested   positive  for corona and now I have nothing to do in the quarantine centre. Please bear with me.,https://twitter.com/AssGuilty/status/1277651039525666819,0,0,0,6/29/2020 12:12,FALSE,FALSE,1.28E+18
4178,Asshlayuh,1.28E+18,I highly doubt her job is cool with it. I highly doubt that they know her and her family have  tested   positive . And if they do know and they’re cool with it...FUCK THEM,https://twitter.com/Asshlayuh/status/1277063061044711424,0,0,0,6/27/2020 21:15,FALSE,FALSE,1199124156
4189,Asshlayuh,1.28E+18,Lol my cousin and her son  tested   positive  for covid and tell me why she just told me “I’m still going to leave the house to go to work. You can’t spread it at work.” LMAOOO CUT TF OFF.,https://twitter.com/Asshlayuh/status/1277062222091628544,0,1,0,6/27/2020 21:12,FALSE,FALSE,1199124156
603,assshhhlleyyy,1.28E+18,quick how do i convince my boomer parents who let me stay in their home rent free and still sometimes give me $ that i have to quit my job where someone  tested   positive  so that i dont get sick and give it to them which they dont seem to care about???,https://twitter.com/assshhhlleyyy/status/1277683591325990912,0,4,2,6/29/2020 14:21,FALSE,FALSE,783523236
2275,AstorAaron,1.28E+18,"Multiple it by dozens and you can get a big case percentage shift to young people. I mean, look at how many college football teams have  tested   positive  after going to nightclubs. It's crazy.",https://twitter.com/AstorAaron/status/1277390576661430272,0,2,0,6/28/2020 18:57,TRUE,FALSE,47556937
2346,AStreetprowl,1.28E+18,I work part time at a bar and yesterday  tested   positive  for covid i told my manager and they told our staff then someone got wind of another bar close by  tested   positive  before opening indoors and didn’t tell any other bar and didn’t shut down to sanitize again .,https://twitter.com/AStreetprowl/status/1277378730168647682,0,1,0,6/28/2020 18:09,TRUE,FALSE,1.16E+18
5015,athorsen316,1.28E+18,"A friend of mine  tested   positive . She called and told me so we took precautions. The health department called her every day of her quarentine. No one ever called to tell me, and I was confused by it. 

(Side note: This was 3 weeks ago- she is okay and we are negative.)",https://twitter.com/athorsen316/status/1276953721801519107,0,1,0,6/27/2020 14:01,TRUE,FALSE,7.29E+17
2053,AtiGaNapaaqtuq,1.28E+18,A friend of mine was  tested   positive  for covid-19. I hung out with them a few weeks ago and I'm going to try get  tested  today.,https://twitter.com/AtiGaNapaaqtuq/status/1277422980927127557,0,22,5,6/28/2020 21:05,FALSE,FALSE,1.16E+18
903,atleastforbieb,1.28E+18,was maeve who said she wasn't wearing masks cause she already  tested   positive  for covid19? or am i wrong,https://twitter.com/atleastforbieb/status/1277649079489658880,1,5,2,6/29/2020 12:04,FALSE,FALSE,8.99E+17
2236,atlveg,1.28E+18,"One of our favorite restaurants has been doing takeout only, even though they could’ve reopened. A member of their staff  tested   positive . They’ve decided to close indefinitely to be safe. We’ll miss getting food but I’m glad they’re putting the health of their staff first.",https://twitter.com/atlveg/status/1277396840347025409,0,0,1,6/28/2020 19:21,TRUE,FALSE,120809610
1669,ATrueVirgo86,1.28E+18,Telling him I just  tested   positive  for COVID-19. Bye buddy it’s for the best,https://twitter.com/ATrueVirgo86/status/1277493153399005185,0,1,0,6/29/2020 1:44,TRUE,FALSE,279067520
1641,attiedell11,1.28E+18,"It's 9h24am. We've been here since before 8am. Still no one knows what to do. It's 3 days after a student  tested   positive  and others were exposed. Yet no plan or protocol in place. We're not allowed in wards and exams are next week. And I'm told to ""calm down"".",https://twitter.com/attiedell11/status/1277503757014761472,20,79,2,6/29/2020 2:26,FALSE,FALSE,231384507
1040,AtulYadav3731,1.28E+18,"Are you sure about source?I mean was ur husband too  tested   positive ,or it's ur assumption only?didn't you move out at all during concerned period,or other persons might've come and infected,plumber,electrician etc?.. whatever be the source,get well soon,more power to you.",https://twitter.com/AtulYadav3731/status/1277635692311408645,0,0,0,6/29/2020 11:11,TRUE,FALSE,8.75E+17
4284,AtypicalBruja,1.28E+18,"I personally know of multiple people DT who’ve  tested   positive  and had to quarantine for 10 days so I know there’s a lot more than that, people just want to act holier than thou don’t even sweat it sis",https://twitter.com/AtypicalBruja/status/1277048269885984768,0,1,0,6/27/2020 20:16,TRUE,FALSE,330569388
827,audreysmom19,1.28E+18,Well they confirmed what I already knew.  I   tested   positive  ,https://twitter.com/audreysmom19/status/1277659350245560320,0,6,6,6/29/2020 12:45,FALSE,FALSE,532836141
3162,audreysmom19,1.28E+18,My mom  tested   positive  so I’m pretty sure i have it. I’m just waiting on my results ,https://twitter.com/audreysmom19/status/1277277392638218250,0,1,1,6/28/2020 11:27,TRUE,FALSE,532836141
4238,auricules,1.28E+18,"I was chatting with someone this week who could not figure out why he  tested  negative, while his infant daughter and wife  tested   positive  for COVID-19.  https:// twitter.com/richardhine/st atus/1276881827702153218   …",https://twitter.com/auricules/status/1277054522339311618,1,7,1,6/27/2020 20:41,FALSE,FALSE,9.81E+17
1638,austinedal1,1.28E+18,"I cant stand Roque. We already have 44,764 INDIVIDUALS WHO  TESTED   POSITIVE . DOH validation is just too slow. Also, they started reporting ""LATE"" cases more than a month ago to address backlog, but the gap is BIGGER THAN EVER AT ALMOST 10K. It was 6k before ""late"" case reporting.  pic.twitter.com/DZhQW1zTIk",https://twitter.com/austinedal1/status/1277504331843952648,1325,2833,9,6/29/2020 2:29,FALSE,FALSE,1.01E+18
706,austinmmatthews,1.28E+18,So someone I know  tested   positive  for the rona and I guess we see if my job lemme work ,https://twitter.com/austinmmatthews/status/1277672883699974144,0,0,0,6/29/2020 13:38,FALSE,FALSE,1.02E+18
3890,auwufa,1.28E+18,"svt joshua, monsta x minhyuk, nct yuta, skz hyunjin, bts tae

see the pattern?  I   tested   positive  for liking pretty boys",https://twitter.com/auwufa/status/1277115704790020096,0,2,1,6/28/2020 0:44,FALSE,FALSE,9.47E+17
